id_matricula,id_estudiante,id_carrera,id_periodo,tipo_matricula,estado_matricula,nivel_cursado,fecha_matricula
1079,337,5,2,continuidad,vigente,2,2022-08-01
1080,337,5,3,continuidad,vigente,3,2023-03-01
1081,337,5,4,continuidad,vigente,4,2023-08-01
1082,337,5,5,continuidad,vigente,5,2024-03-01
1083,337,5,6,continuidad,vigente,6,2024-08-01
1084,337,5,7,continuidad,vigente,7,2025-03-01
1085,337,5,8,continuidad,vigente,8,2025-08-01
1086,338,2,7,nueva,vigente,1,2025-03-01
1087,338,2,8,continuidad,vigente,2,2025-08-01
1088,339,1,5,nueva,vigente,1,2024-03-01
1089,339,1,6,continuidad,vigente,2,2024-08-01
1090,339,1,7,continuidad,vigente,3,2025-03-01
1091,339,1,8,continuidad,vigente,4,2025-08-01
1092,340,6,2,nueva,suspendida,1,2022-08-01
1093,341,2,3,nueva,vigente,1,2023-03-01
1094,341,2,4,continuidad,vigente,2,2023-08-01
1095,341,2,5,continuidad,vigente,3,2024-03-01
1096,341,2,6,continuidad,vigente,4,2024-08-01
1097,341,2,7,continuidad,vigente,5,2025-03-01
1098,341,2,8,continuidad,vigente,6,2025-08-01
1099,342,1,5,nueva,vigente,1,2024-03-01
1100,342,1,6,continuidad,vigente,2,2024-08-01
1101,342,1,7,continuidad,vigente,3,2025-03-01
1102,342,1,8,continuidad,vigente,4,2025-08-01
1103,343,4,7,nueva,vigente,1,2025-03-01
1104,343,4,8,continuidad,vigente,2,2025-08-01
1105,344,4,1,nueva,vigente,1,2022-03-01
1106,344,4,2,continuidad,vigente,2,2022-08-01
1107,344,4,3,continuidad,vigente,3,2023-03-01
1108,344,4,4,continuidad,vigente,4,2023-08-01
1109,344,4,5,continuidad,retirada,5,2024-03-01
1110,345,5,3,nueva,vigente,1,2023-03-01
1111,345,5,4,continuidad,vigente,2,2023-08-01
1112,345,5,5,continuidad,vigente,3,2024-03-01
1113,345,5,6,continuidad,vigente,4,2024-08-01
1114,345,5,7,continuidad,vigente,5,2025-03-01
1115,345,5,8,continuidad,vigente,6,2025-08-01
1116,346,2,8,nueva,vigente,1,2025-08-01
1117,347,6,7,nueva,vigente,1,2025-03-01
1118,347,6,8,continuidad,vigente,2,2025-08-01
1119,348,1,5,nueva,vigente,1,2024-03-01
1120,348,1,6,continuidad,vigente,2,2024-08-01
1121,348,1,7,continuidad,vigente,3,2025-03-01
1122,348,1,8,continuidad,vigente,4,2025-08-01
1123,349,3,3,nueva,vigente,1,2023-03-01
1124,349,3,4,continuidad,vigente,2,2023-08-01
1125,349,3,5,continuidad,vigente,3,2024-03-01
1126,349,3,6,continuidad,vigente,4,2024-08-01
1127,349,3,7,continuidad,vigente,5,2025-03-01
1128,350,4,4,nueva,vigente,1,2023-08-01
1129,350,4,5,continuidad,suspendida,2,2024-03-01
1130,351,1,8,nueva,vigente,1,2025-08-01
1131,352,3,5,nueva,suspendida,1,2024-03-01
1132,353,1,4,nueva,vigente,1,2023-08-01
1133,353,1,5,continuidad,vigente,2,2024-03-01
1134,353,1,6,continuidad,vigente,3,2024-08-01
1135,353,1,7,continuidad,suspendida,4,2025-03-01
1136,354,5,8,nueva,vigente,1,2025-08-01
1137,355,5,2,nueva,vigente,1,2022-08-01
1138,355,5,3,continuidad,vigente,2,2023-03-01
1139,355,5,4,continuidad,vigente,3,2023-08-01
1140,355,5,5,continuidad,vigente,4,2024-03-01
1141,355,5,6,continuidad,vigente,5,2024-08-01
1142,355,5,7,continuidad,vigente,6,2025-03-01
1143,355,5,8,continuidad,vigente,7,2025-08-01
1144,356,1,5,nueva,vigente,1,2024-03-01
1145,356,1,6,continuidad,vigente,2,2024-08-01
1146,356,1,7,continuidad,vigente,3,2025-03-01
1147,356,1,8,continuidad,vigente,4,2025-08-01
1148,357,6,3,nueva,vigente,1,2023-03-01
1149,357,6,4,continuidad,vigente,2,2023-08-01
1150,357,6,5,continuidad,vigente,3,2024-03-01
1151,357,6,6,continuidad,vigente,4,2024-08-01
1152,357,6,7,continuidad,vigente,5,2025-03-01
1153,358,2,8,nueva,vigente,1,2025-08-01
1154,359,3,5,nueva,vigente,1,2024-03-01
1155,359,3,6,continuidad,vigente,2,2024-08-01
1156,359,3,7,continuidad,vigente,3,2025-03-01
1157,359,3,8,continuidad,vigente,4,2025-08-01
1158,360,5,6,nueva,vigente,1,2024-08-01
1159,360,5,7,continuidad,vigente,2,2025-03-01
1160,360,5,8,continuidad,vigente,3,2025-08-01
1161,3,2,7,continuidad,vigente,7,2025-03-01
